#r,   l, node, open or close = 00open    00close    01close    10open    10close    11close    20open    20close    21close    30open    30close    31close    
   0.71801215   0.60790764   0.92679291  -0.74558059   0.36352604   0.70503872  -1.06201063   0.20139961   0.47237624  -1.02078380   0.10776971   0.29545517  -0.83180685
   0.74003023   0.62259722   0.94043525  -0.69757109   0.38289005   0.73507291  -1.05489312   0.21814587   0.50612896  -1.05204361   0.12003971   0.32536697  -0.88505796
   0.76271886   0.63737596   0.95323824  -0.64449498   0.40305815   0.76539599  -1.04134947   0.23611597   0.54148900  -1.07888122   0.13359110   0.35770980  -0.93742484
   0.78609846   0.65221537   0.96508062  -0.58626686   0.42403363   0.79586250  -1.02076552   0.25537211   0.57839693  -1.10031222   0.14853539   0.39256472  -0.98792116
   0.81019008   0.66708362   0.97583184  -0.52285106   0.44581486   0.82630400  -0.99253959   0.27597486   0.61676330  -1.11527699   0.16498935   0.42998932  -1.03539621
   0.83501539   0.68194517   0.98535175  -0.45427147   0.46839449   0.85652704  -0.95609806   0.29798204   0.65646382  -1.12265210   0.18307419   0.47001080  -1.07853014
   0.86059675   0.69676055   0.99349035  -0.38062212   0.49175856   0.88631119  -0.91091402   0.32144738   0.69733420  -1.12126689   0.20291449   0.51261787  -1.11583473
   0.88695718   0.71148600   1.00008762  -0.30207874   0.51588553   0.91540702  -0.85652910   0.34641899   0.73916461  -1.10992627   0.22463676   0.55775171  -1.14566137
   0.91412040   0.72607319   1.00497342  -0.21891082   0.54074522   0.94353421  -0.79257871   0.37293754   0.78169385  -1.08744051   0.24836758   0.60529566  -1.16621860
   0.94211086   0.74046886   1.00796751  -0.13149430   0.56629758   0.97037983  -0.71882061   0.40103417   0.82460332  -1.05266314   0.27423128   0.65506380  -1.17560120
   0.97095376   0.75461448   1.00887970  -0.04032440   0.59249150   0.99559678  -0.63516679   0.43072807   0.86751089  -1.00453736   0.30234691   0.70678857  -1.17183347
   1.00067506   0.76844592   1.00751022   0.05397157   0.61926337   1.01880264  -0.54171827   0.46202375   0.90996492  -0.94215179   0.33282476   0.76010740  -1.15292886
   1.03130151   0.78189305   1.00365026   0.15062199   0.64653566   1.03957891  -0.43880230   0.49490794   0.95143851  -0.86480554   0.36576192   0.81454877  -1.11696834
   1.06286067   0.79487940   0.99708190   0.24869987   0.67421529   1.05747083  -0.32701114   0.52934610   0.99132443  -0.77208231   0.40123719   0.86951793  -1.06219907
   1.09538095   0.80732178   0.98758469   0.34711348   0.70219204   1.07198795  -0.20724105   0.56527858   1.02893089  -0.66393258   0.43930488   0.92428286  -0.98715449
   1.12889162   0.81912994   0.97492235   0.44459972   0.73033673   1.08260554  -0.08073003   0.60261629   1.06347874  -0.54076187   0.47998777   0.97796123  -0.89079529
   1.16342284   0.83021275   0.95886341   0.53972536   0.75850548   1.08877580   0.05090848   0.64124118   1.09410918  -0.40352538   0.52327300   1.02951720  -0.77267547
   1.19900569   0.84050719   0.93923248   0.63090975   0.78656503   1.08997278   0.18566274   0.68102452   1.11992404  -0.25382856   0.56912221   1.07779014  -0.63314023
   1.23567220   0.84999962   0.91589888   0.71645617   0.81441284   1.08571838   0.32112160   0.72184211   1.14001993  -0.09400165   0.61747955   1.12152128  -0.47350829
   1.27345538   0.85869032   0.88874923   0.79455391   0.84194585   1.07553596   0.45448620   0.76354642   1.15345013   0.07287389   0.66824440   1.15931513  -0.29618888
   1.31238922   0.86657729   0.85768205   0.86328886   0.86904459   1.05895358   0.58258248   0.80594966   1.15921307   0.24293512   0.72125090   1.18962624  -0.10481243
   1.35250878   0.87367065   0.82261187   0.92068478   0.89558569   1.03551504   0.70189924   0.84883111   1.15628653   0.41152866   0.77626682   1.21079268   0.09565069
   1.39385016   0.87998817   0.78346801   0.96474182   0.92143730   1.00478567   0.80864943   0.89192995   1.14363782   0.57325496   0.83297994   1.22105588   0.29884861
   1.43645057   0.88555521   0.74019712   0.99348720   0.94645820   0.96636412   0.89885830   0.93494093   1.12024999   0.72206367   0.89098615   1.21859723   0.49708462
   1.48034835   0.89040661   0.69276776   1.00503920   0.97049917   0.91989835   0.96848583   0.97751227   1.08515598   0.85141749   0.94977910   1.20159042   0.68146622
   1.52558303   0.89459018   0.64117021   0.99768372   0.99340609   0.86509690   1.01358505   1.01924547   1.03747161   0.95453398   1.00874164   1.16826655   0.84219228
   1.57219530   0.89816408   0.58542104   0.96995790   1.01501664   0.80174820   1.03049066   1.05968918   0.97644263   1.02470763   1.06713195   1.11699951   0.96899919
   1.62022713   0.90119712   0.52556173   0.92074329   1.03516006   0.72973327   1.01604480   1.09833616   0.90148819   1.05572052   1.12407272   1.04639809   1.05178068
   1.66972174   0.90375948   0.46165544   0.84935972   1.05364572   0.64903712   0.96784123   1.13460899   0.81224683   1.04231591   1.17853005   0.95541056   1.08137382
   1.72072370   0.90590573   0.39378250   0.75566149   1.07024247   0.55975924   0.88448891   1.16783597   0.70862457   0.98074433   1.22928311   0.84344018   1.05049218
   1.77327889   0.90766722   0.32204545   0.64015393   1.08466781   0.46213872   0.76590644   1.19723758   0.59086446   0.86936356   1.27490605   0.71049355   0.95478439
   1.82743462   0.90905295   0.24658252   0.50412531   1.09658752   0.35659245   0.61363326   1.22192595   0.45963483   0.70926724   1.31376754   0.55735669   0.79397556
   1.88323965   0.91006336   0.16757966   0.34977186   1.10563116   0.24375199   0.43112279   1.24092321   0.31611680   0.50488241   1.34405322   0.38577220   0.57295640
   1.94074419   0.91068758   0.08528139   0.18030084   1.11138942   0.12449993   0.22396263   1.25316533   0.16208990   0.26440111   1.36378501   0.19861053   0.30257149
   2.00000000   0.91090263   0.00000000   0.00000000   1.11341427   0.00000000   0.00000000   1.25751018   0.00000000   0.00000000   1.37084778   0.00000000   0.00000000
